ITEMID,JUDUL,PENULIS,KURIKULUM,TAHUNTERBIT,JENJANG,PARETO, HARGA 
0023712010,BUPENA SD/MI 5H: EKOSISTEM/K2013,"IRENE, DKK",K2013,2015,SD,0," 32,000 "
0023712020,BUPENA SD/MI 5I: LINGKUNGAN SAHABAT KITA/K2013,"IRENE, DKK",K2013,2015,SD,0," 32,000 "
0023712270,BUPENA SD/MI 3A: TEMA 1/K2013,"IRENE, DKK",K2013,2015,SD,0," 43,000 "
0023712280,BUPENA SD/MI 3B: TEMA 2/K2013,"IRENE, DKK",K2013,2015,SD,0," 43,000 "
0023712290,BUPENA SD/MI 3C: TEMA 3/K2013,"IRENE, DKK",K2013,2015,SD,0," 43,000 "
0023712300,BUPENA SD/MI 3D: TEMA 4/K2013,"IRENE, DKK",K2013,2015,SD,0," 43,000 "
0023712310,BUPENA SD/MI 3E: TEMA 5/K2013,"IRENE, DKK",K2013,2015,SD,0," 50,000 "
0023712320,BUPENA SD/MI 3F: TEMA 6/K2013,"IRENE, DKK",K2013,2015,SD,0," 50,000 "
0023712330,BUPENA SD/MI 3G: TEMA 7/K2013,"IRENE, DKK",K2013,2015,SD,0," 50,000 "
0023712340,BUPENA SD/MI 3H: TEMA 8/K2013,"IRENE, DKK",K2013,2016,SD,0," 50,000 "
0023712350,BUPENA SD/MI 6A: TEMA 1/K2013,"IRENE, DKK",K2013,2015,SD,0," 40,000 "
0023712360,BUPENA SD/MI 6B: TEMA 2/K2013,"IRENE, DKK",K2013,2015,SD,0," 40,000 "
0023712370,BUPENA SD/MI 6C: TEMA 3/K2013,"IRENE, DKK",K2013,2015,SD,0," 40,000 "
0023712380,BUPENA SD/MI 6D: TEMA 4/K2013,"IRENE, DKK",K2013,2015,SD,0," 40,000 "
0023712390,BUPENA SD/MI 6E: TEMA 5/K2013,"IRENE, DKK",K2013,2015,SD,0," 40,000 "
0023712400,BUPENA SD/MI 6F: TEMA 6/K2013,"IRENE, DKK",K2013,2015,SD,0," 45,000 "
0023712410,BUPENA SD/MI 6G: TEMA 7/K2013,"IRENE, DKK",K2013,2016,SD,0," 45,000 "
0023712420,BUPENA SD/MI 6H: TEMA 8/K2013,"IRENE, DKK",K2013,2016,SD,0," 45,000 "
0023712430,BUPENA SD/MI 6I: TEMA 9/K2013,"IRENE, DKK",K2013,2016,SD,0," 45,000 "
0023712440,TEMATIK TERPADU 3A: TEMA 1/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2015,SD,0," 58,000 "
0023712450,TEMATIK TERPADU 3B: TEMA 2/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2015,SD,0," 58,000 "
0023712460,TEMATIK TERPADU 3C: TEMA 3/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2015,SD,0," 58,000 "
0023712470,TEMATIK TERPADU 3D: TEMA 4/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2015,SD,0," 60,000 "
0023712480,TEMATIK TERPADU 3E: TEMA 5/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2015,SD,0," 65,000 "
0023712490,TEMATIK TERPADU 3F: TEMA 6/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2015,SD,0," 67,000 "
0023712500,TEMATIK TERPADU 3G: TEMA 7/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2016,SD,0," 67,000 "
0023712510,TEMATIK TERPADU 3H: TEMA 8/K2013,DWI TYAS UTAMI-IRENE MARIA,K2013,2016,SD,0," 67,000 "
0023712520,TEMATIK TERPADU 6A: TEMA 1/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2015,SD,0," 65,000 "
0023712530,TEMATIK TERPADU 6B: TEMA 2/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2015,SD,0," 65,000 "
0023712540,TEMATIK TERPADU 6C: TEMA 3/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2015,SD,0," 65,000 "
0023712550,TEMATIK TERPADU 6D: TEMA 4/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2015,SD,0," 67,000 "
0023712560,TEMATIK TERPADU 6E: TEMA 5/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2015,SD,0," 67,000 "
0023712570,TEMATIK TERPADU 6F: TEMA 6/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2015,SD,0," 70,000 "
0023712580,TEMATIK TERPADU 6G: TEMA 7/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2016,SD,0," 75,000 "
0023712590,TEMATIK TERPADU 6H: TEMA 8/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2016,SD,0," 75,000 "
0023712600,TEMATIK TERPADU 6I: TEMA 9/K2013,FRANSISKA-INDAH-ASTRID-DIANA,K2013,2016,SD,0," 75,000 "
0023712870,PRIMA PENILAIAN HARIAN 1A/K13N,TIM ABDI GURU,K13N,2017,SD,0," 70,000 "
0023712880,PRIMA PENILAIAN HARIAN 1B/K13N,TIM ABDI GURU,K13N,2017,SD,0," 75,000 "
0023712890,PRIMA PENILAIAN HARIAN 2A/K13N,TIM ABDI GURU,K13N,2018,SD,0," 75,999 "
0023712900,PRIMA PENILAIAN HARIAN 2B/K13N,TIM ABDI GURU,K13N,2018,SD,0," 75,999 "
0023712930,PRIMA PENILAIAN HARIAN 4A/K13N,TIM ABDI GURU,K13N,2017,SD,0," 68,000 "
0023712940,PRIMA PENILAIAN HARIAN 4B/K13N,TIM ABDI GURU,K13N,2017,SD,0," 68,000 "
0023712950,PRIMA PENILAIAN HARIAN 5A/K13N,TIM ABDI GURU,K13N,2018,SD,0," 68,999 "
0023712960,PRIMA PENILAIAN HARIAN 5B/K13N,TIM ABDI GURU,K13N,2018,SD,0," 68,999 "
0023712990,BUPENA (BK. PENILAIAN) 1A/K13N,IRENE M.J.A.-DKK,K13N,2016,SD,0," 67,000 "
0023713000,BUPENA (BK. PENILAIAN) 1B/K13N,IRENE M.J.A.-DKK,K13N,2016,SD,0," 67,000 "
0023713010,BUPENA (BK. PENILAIAN) 1C/K13N,IRENE M.J.A.-DKK,K13N,2016,SD,0," 59,000 "
0023713020,BUPENA (BK. PENILAIAN) 1D/K13N,IRENE M.J.A.-DKK,K13N,2017,SD,0," 62,000 "
0023713030,BUPENA (BK. PENILAIAN) 2A/K13N,IRENE M.J.A.-DKK,K13N,2017,SD,0," 55,000 "
0023713040,BUPENA (BK. PENILAIAN) 2B/K13N,IRENE M.J.A.-DKK,K13N,2017,SD,0," 59,000 "
0023713050,BUPENA (BK. PENILAIAN) 2C/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 60,000 "
0023713060,BUPENA (BK. PENILAIAN) 2D/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 65,000 "
0023713070,BUPENA (BK. PENILAIAN) 3A/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 65,999 "
0023713080,BUPENA (BK. PENILAIAN) 3B/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 65,999 "
0023713110,BUPENA (BK. PENILAIAN) 4A/K13N,IRENE M.J.A.-DKK,K13N,2016,SD,0," 80,000 "
0023713111,BUPENA (BK. PENILAIAN) 4A/K13N-REV,IRENE M.J.A.-DKK,K13N,2018,SD,0," 80,999 "
0023713120,BUPENA (BK. PENILAIAN) 4B/K13N,IRENE M.J.A.-DKK,K13N,2016,SD,0," 53,000 "
0023713121,BUPENA (BK. PENILAIAN) 4B/K13N-REV,IRENE M.J.A.-DKK,K13N,2018,SD,0," 53,999 "
0023713130,BUPENA (BK. PENILAIAN) 4C/K13N,IRENE M.J.A.-DKK,K13N,2016,SD,0," 55,000 "
0023713140,BUPENA (BK. PENILAIAN) 4D/K13N,IRENE M.J.A.-DKK,K13N,2017,SD,0," 62,000 "
0023713150,BUPENA (BK. PENILAIAN) 5A/K13N,IRENE M.J.A.-DKK,K13N,2017,SD,0," 70,000 "
0023713160,BUPENA (BK. PENILAIAN) 5B/K13N,IRENE M.J.A.-DKK,K13N,2017,SD,0," 52,000 "
0023713170,BUPENA (BK. PENILAIAN) 5C/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 60,000 "
0023713180,BUPENA (BK. PENILAIAN) 5D/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 65,000 "
0023713190,BUPENA (BK. PENILAIAN) 6A/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 65,999 "
0023713200,BUPENA (BK. PENILAIAN) 6B/K13N,IRENE M.J.A.-DKK,K13N,2018,SD,0," 65,999 "
0023713250,PATEN US/M SD/MI 2018,"ASY'ARI, DKK",KTSP,2017,SD,0," 50,000 "
0024000240,PANGRUMAT BASA SUNDA PIKEUN MURID SD/MI KLS.I/K13N,DEDI KOSWARA-YAYAT SUDARYAT-USEP KUSWARI,K13N,2017,SD,0," 40,000 "
0024000250,PANGRUMAT BASA SUNDA PIKEUN MURID SD/MI KLS.II/K13N,DEDI KOSWARA-YAYAT SUDARYAT-USEP KUSWARI,K13N,2017,SD,0," 45,000 "
0024000260,PANGRUMAT BASA SUNDA PIKEUN MURID SD/MI KLS.III/K13N,DEDI KOSWARA-YAYAT SUDARYAT-USEP KUSWARI,K13N,2018,SD,0," 50,000 "
0024000270,PANGRUMAT BASA SUNDA PIKEUN MURID SD/MI KLS.IV/K13N,DEDI KOSWARA-YAYAT SUDARYAT-USEP KUSWARI,K13N,2018,SD,0," 40,000 "
0024000280,PANGRUMAT BASA SUNDA PIKEUN MURID SD/MI KLS.V/K13N,DEDI KOSWARA-YAYAT SUDARYAT-USEP KUSWARI,K13N,2017,SD,0," 45,000 "
0024000290,PANGRUMAT BASA SUNDA PIKEUN MURID SD/MI KLS.VI/K13N,DEDI KOSWARA-YAYAT SUDARYAT-USEP KUSWARI,K13N,2017,SD,0," 40,000 "
0024100100,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL1/K2013,HANIF NURCHOLIS,K2013,2013,SD,0," 100,000 "
0024100101,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL1/K13N,HANIF NURCHOLIS,K13N,2017,SD,0," 72,000 "
0024100110,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL2/K2013,HANIF NURCHOLIS,K2013,2014,SD,0," 65,000 "
0024100111,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL2/K13N,HANIF NURCHOLIS,K13N,2017,SD,0," 65,000 "
0024100120,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL3/K2013,HANIF NURCHOLIS,K2013,2015,SD,0," 65,000 "
0024100121,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL3/K13N,HANIF NURCHOLIS,K13N,2018,SD,0," 65,999 "
0024100130,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL4/K2013,HANIF NURCHOLIS,K2013,2013,SD,0," 67,000 "
0024100131,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL4/K13N,HANIF NURCHOLIS,K13N,2016,SD,0," 60,000 "
0024100140,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL5/K2013,HANIF NURCHOLIS,K2013,2014,SD,0," 67,000 "
0024100141,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL5/K13N,HANIF NURCHOLIS,K13N,2017,SD,0," 50,000 "
0024100150,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL6/K2013,HANIF NURCHOLIS,K2013,2015,SD,0," 52,000 "
0024100151,SAYA SENANG BERBHS INDONESIA(SASEBI) SD JL6/K13N,HANIF NURCHOLIS,K13N,2018,SD,0," 52,999 "
0024100310,ESPS: B. INDONESIA SD/MI KLS.I/KTSP,A. INDRADI-RAHMAH P.,KTSP,2016,SD,0," 90,000 "
0024100320,ESPS: B. INDONESIA SD/MI KLS.II/KTSP,A. INDRADI-RAHMAH P.,KTSP,2016,SD,0," 85,000 "
0024100330,ESPS: B. INDONESIA SD/MI KLS.III/KTSP,A. INDRADI-RAHMAH P.,KTSP,2016,SD,0," 85,000 "
0024100340,ESPS: B. INDONESIA SD/MI KLS.IV/KTSP,A. INDRADI-RAHMAH P.,KTSP,2015,SD,0," 82,000 "
0024100350,ESPS: B. INDONESIA SD/MI KLS.V/KTSP,A. INDRADI-RAHMAH P.,KTSP,2015,SD,0," 82,000 "
0024100360,ESPS: B. INDONESIA SD/MI KLS.VI/KTSP,A. INDRADI-RAHMAH P.,KTSP,2015,SD,0," 75,000 "
0024100440,ESPS: B. INDONESIA SD/MI KLS.I/K13N,A. INDRADI-RAHMAH P.,K13N,2016,SD,0," 73,000 "
0024100450,ESPS: B. INDONESIA SD/MI KLS.II/K13N,A. INDRADI-RAHMAH P.,K13N,2017,SD,0," 65,000 "
0024100460,ESPS: B. INDONESIA SD/MI KLS.III/K13N,A. INDRADI-RAHMAH P.,K13N,2018,SD,0," 65,999 "
0024100470,ESPS: B. INDONESIA SD/MI KLS.IV/K13N,A. INDRADI-RAHMAH P.,K13N,2016,SD,0," 77,000 "
0024100480,ESPS: B. INDONESIA SD/MI KLS.V/K13N,A. INDRADI-RAHMAH P.,K13N,2017,SD,0," 80,000 "
0024100490,ESPS: B. INDONESIA SD/MI KLS.VI/K13N,A. INDRADI-RAHMAH P.,K13N,2018,SD,0," 80,999 "
0024100510,ERLANGGA X-PRESS US/M SD/MI 2018 B. INDONESIA,AGUSTINUS INDRADI,KTSP,2017,SD,0," 45,000 "
0024180010,WASIS BASA JL.1/K2013,TRESNO SUKENDRO-SUKARMAN,K2013,2014,SD,0," 56,000 "
0024180020,WASIS BASA JL.2/K2013,TRESNO SUKENDRO-SUKARMAN,K2013,2016,SD,0," 55,000 "
0024180030,WASIS BASA JL.3/K2013,TRESNO SUKENDRO-SUKARMAN,K2013,2016,SD,0," 50,000 "
0024180040,WASIS BASA JL.4/K2013,TRESNO SUKENDRO-SUKARMAN,K2013,2015,SD,0," 56,000 "
0024180050,WASIS BASA JL.5/K2013,TRESNO SUKENDRO-SUKARMAN,K2013,2016,SD,0," 52,000 "
0024180060,WASIS BASA JL.6/K2013,TRESNO SUKENDRO-SUKARMAN,K2013,2016,SD,0," 50,000 "
0024180071,REMEN BASA JAWI SD/MI KLS.1/K2013/REVISI,TIM PENA GURU,K2013,2016,SD,0," 52,000 "
0024180081,REMEN BASA JAWI SD/MI KLS.2/K2013/REVISI,TIM PENA GURU,K2013,2016,SD,0," 52,000 "
0024180091,REMEN BASA JAWI SD/MI KLS.3/K2013/REVISI,TIM PENA GURU,K2013,2016,SD,0," 52,000 "
0024180101,REMEN BASA JAWI SD/MI KLS.4/K2013/REVISI,TIM PENA GURU,K2013,2016,SD,0," 52,000 "
0024180111,REMEN BASA JAWI SD/MI KLS.5/K2013/REVISI,TIM PENA GURU,K2013,2016,SD,0," 52,000 "
0024180121,REMEN BASA JAWI SD/MI KLS.6/K2013/REVISI,TIM PENA GURU,K2013,2016,SD,0," 50,000 "
0024200260,GROW WITH ENGLISH KLS.1 WITH DIGITAL CONTENT/KTSP,MUKARTO-SUJATMIKO-JOSEPHINE-WIDYA,KTSP,2016,SD,0," 48,000 "
0024200270,GROW WITH ENGLISH KLS.2/K2013,MUKARTO-SUJATMIKO-JOSEPHINE-WIDYA,K2013,2016,SD,0," 58,000 "
0024200280,GROW WITH ENGLISH KLS.3/K2013,MUKARTO-SUJATMIKO-JOSEPHINE-WIDYA,K2013,2016,SD,0," 62,000 "
0024200290,GROW WITH ENGLISH KLS.4/K2013,MUKARTO-SUJATMIKO-JOSEPHINE-WIDYA,K2013,2017,SD,0," 60,000 "
0024200300,GROW WITH ENGLISH KLS.5/K2013,MUKARTO-SUJATMIKO-JOSEPHINE-WIDYA,K2013,2017,SD,0," 50,000 "
0024200310,GROW WITH ENGLISH KLS.6/K2013,MUKARTO-SUJATMIKO-JOSEPHINE-WIDYA,K2013,2017,SD,0," 55,000 "
0024900070,SAKTI: B. INDONESIA KLS.1/KTSP,AGUSTINUS INDRADI,KTSP,2016,SD,0," 46,000 "
0024900080,SAKTI: B. INDONESIA KLS.2/KTSP,AGUSTINUS INDRADI,KTSP,2016,SD,0," 45,000 "
0024900090,SAKTI: B. INDONESIA KLS.3/KTSP,AGUSTINUS INDRADI,KTSP,2016,SD,0," 45,000 "
0024900110,SAKTI: B. INDONESIA KLS.4/KTSP,AGUSTINUS INDRADI,KTSP,2015,SD,0," 50,000 "
0024900120,SAKTI: B. INDONESIA KLS.5/KTSP,AGUSTINUS INDRADI,KTSP,2015,SD,0," 50,000 "
0024900130,SAKTI: B. INDONESIA KLS.6/KTSP,AGUSTINUS INDRADI,KTSP,2015,SD,0," 52,000 "
0025000550,ESPS: IPA SD/MI KLS.I/KTSP,IRENE MJA-HILDA K.-KHRISTIYONO P.S.,KTSP,2016,SD,0," 73,000 "
0025000560,ESPS: IPA SD/MI KLS.II/KTSP,IRENE MJA-HILDA K.-KHRISTIYONO P.S.,KTSP,2016,SD,0," 73,000 "
0025000570,ESPS: IPA SD/MI KLS.III/KTSP,IRENE MJA-HILDA K.-KHRISTIYONO P.S.,KTSP,2016,SD,0," 75,000 "
0025000580,ESPS: IPA SD/MI KLS.IV/KTSP,IRENE MJA-HILDA K.-KHRISTIYONO P.S.,KTSP,2015,SD,0," 78,000 "
0025000590,ESPS: IPA SD/MI KLS.V/KTSP,IRENE MJA-HILDA K.-KHRISTIYONO P.S.,KTSP,2015,SD,0," 85,000 "
0025000600,ESPS: IPA SD/MI KLS.VI/KTSP,IRENE MJA-HILDA K.-KHRISTIYONO P.S.,KTSP,2015,SD,0," 78,000 "
0025000610,SAKTI: IPA KLS.1/KTSP,IRENE MARIA JULI ASTUTI,KTSP,2016,SD,0," 43,000 "
0025000620,SAKTI: IPA KLS.2/KTSP,IRENE MARIA JULI ASTUTI,KTSP,2016,SD,0," 45,000 "
0025000630,SAKTI: IPA KLS.3/KTSP,IRENE MARIA JULI ASTUTI,KTSP,2016,SD,0," 45,000 "
0025000640,SAKTI: IPA KLS.4/KTSP,IRENE MARIA JULI ASTUTI,KTSP,2015,SD,0," 52,000 "
0025000650,SAKTI: IPA KLS.5/KTSP,IRENE MARIA JULI ASTUTI,KTSP,2015,SD,0," 52,000 "
0025000660,SAKTI: IPA KLS.6/KTSP,IRENE MARIA JULI ASTUTI,KTSP,2015,SD,0," 50,000 "
0025000710,SAINS SD/MI JL.1/K13N,HARYANTO,K13N,2017,SD,0," 55,000 "
0025000720,SAINS SD/MI JL.2/K13N,HARYANTO,K13N,2018,SD,0," 55,999 "
0025000740,SAINS SD/MI JL.4/K13N,HARYANTO,K13N,2017,SD,0," 70,000 "
0025000750,SAINS SD/MI JL.5/K13N,HARYANTO,K13N,2018,SD,0," 70,999 "
0025000770,ESPS: IPA SD/MI KLS.I/K13N,IRENE MARIA JULI ASTUTI,K13N,2016,SD,0," 55,000 "
0025000780,ESPS: IPA SD/MI KLS.II/K13N,IRENE MARIA JULI ASTUTI,K13N,2017,SD,0," 55,000 "
0025000790,ESPS: IPA SD/MI KLS.III/K13N,IRENE MARIA JULI ASTUTI,K13N,2018,SD,0," 55,999 "
0025000800,ESPS: IPA SD/MI KLS.IV/K13N,IRENE MJA-KHRISTIYONO P.S.,K13N,2016,SD,0," 85,000 "
0025000810,ESPS: IPA SD/MI KLS.V/K13N,IRENE MJA-KHRISTIYONO P.S.,K13N,2017,SD,0," 65,000 "
0025000820,ESPS: IPA SD/MI KLS.VI/K13N,IRENE MJA-KHRISTIYONO P.S.,K13N,2018,SD,0," 65,999 "
0025100440,ESPS: MATEMATIKA SD/MI KLS.I/K13N,GUNANTO-DHESY ADHALIA,K13N,2016,SD,0," 88,000 "
0025100450,ESPS: MATEMATIKA SD/MI KLS.II/K13N,GUNANTO-DHESY ADHALIA,K13N,2017,SD,0," 80,000 "
0025100460,ESPS: MATEMATIKA SD/MI KLS.III/K13N,GUNANTO-DHESY ADHALIA,K13N,2018,SD,0," 80,999 "
0025100470,ESPS: MATEMATIKA SD/MI KLS.IV/K13N,GUNANTO-DHESY ADHALIA,K13N,2016,SD,0," 90,000 "
0025100480,ESPS: MATEMATIKA SD/MI KLS.V/K13N,GUNANTO-DHESY ADHALIA,K13N,2017,SD,0," 75,000 "
0025100490,ESPS: MATEMATIKA SD/MI KLS.VI/K13N,GUNANTO-DHESY ADHALIA,K13N,2018,SD,0," 75,999 "
0025100810,ESPS: MATEMATIKA SD/MI KLS.I/KTSP,GUNANTO-DHESY ADHALIA,KTSP,2016,SD,0," 87,000 "
0025100820,ESPS: MATEMATIKA SD/MI KLS.II/KTSP,GUNANTO-DHESY ADHALIA,KTSP,2016,SD,0," 80,000 "
0025100830,ESPS: MATEMATIKA SD/MI KLS.III/KTSP,GUNANTO-DHESY ADHALIA,KTSP,2016,SD,0," 80,000 "
0025100840,ESPS: MATEMATIKA SD/MI KLS.IV/KTSP,GUNANTO-DHESY ADHALIA,KTSP,2015,SD,0," 78,000 "
0025100850,ESPS: MATEMATIKA SD/MI KLS.V/KTSP,GUNANTO-DHESY ADHALIA,KTSP,2015,SD,0," 80,000 "
0025100860,ESPS: MATEMATIKA SD/MI KLS.VI/KTSP,GUNANTO-DHESY ADHALIA,KTSP,2015,SD,0," 78,000 "
0025100940,SAKTI: MATEMATIKA KLS.4/KTSP,WINI KRISTIANTI,KTSP,2015,SD,0," 52,000 "
0025100950,SAKTI: MATEMATIKA KLS.5/KTSP,WINI KRISTIANTI,KTSP,2015,SD,0," 52,000 "
0025100960,SAKTI: MATEMATIKA KLS.6/KTSP,WINI KRISTIANTI,KTSP,2015,SD,0," 52,000 "
0025101070,MATEMATIKA SD/MI KLS.IV/K13N-PENILAIAN,GUNANTO-DHESY ADHALIA,K13N,2016,SD,0," 93,000 "
0025101100,SAKTI: MATEMATIKA KLS.1/KTSP,WINI KRISTIANTI,KTSP,2016,SD,0," 45,000 "
0025101110,SAKTI: MATEMATIKA KLS.2/KTSP,WINI KRISTIANTI,KTSP,2016,SD,0," 46,000 "
0025101120,SAKTI: MATEMATIKA KLS.3/KTSP,WINI KRISTIANTI,KTSP,2016,SD,0," 45,000 "
0025101320,ERLANGGA X-PRESS US/M SD/MI 2018 MATEMATIKA,GUNANTO DAN WINI KRISTIANTI,KTSP,2017,SD,0," 55,000 "
0025700080,ERLANGGA X-PRESS US/M SD/MI 2018 IPA,BAMBANG SUTEJO,KTSP,2017,SD,0," 45,000 "
0026130070,"PEND.JASMANI,OLAHRAGA DAN KESEHATAN/KLS.I/JL.1/K13N","MASRIAN,AMINARNI,WARSO,SRI MINTARTI&SUKRISNO",K13N,2016,SD,0," 56,000 "
0026130080,"PEND.JASMANI,OLAHRAGA DAN KESEHATAN/KLS.II/JL.2/K13N","MASRIAN,AMINARNI,WARSO,SRI MINTARTI&SUKRISNO",K13N,2017,SD,0," 57,000 "
0026130090,"PEND.JASMANI,OLAHRAGA DAN KESEHATAN/KLS.III/JL.3/K13N","MASRIAN,AMINARNI,WARSO,SRI MINTARTI&SUKRISNO",K13N,2018,SD,0," 57,999 "
0026130100,"PEND.JASMANI,OLAHRAGA DAN KESEHATAN/KLS.IV/JL.4/K13N","MASRIAN,AMINARNI,WARSO,SRI MINTARTI&SUKRISNO",K13N,2016,SD,0," 60,000 "
0026130110,"PEND.JASMANI,OLAHRAGA DAN KESEHATAN/KLS.V/JL.5/K13N","MASRIAN,AMINARNI,WARSO,SRI MINTARTI&SUKRISNO",K13N,2017,SD,0," 70,000 "
0026130120,"PEND.JASMANI,OLAHRAGA DAN KESEHATAN/KLS.VI/JL.6/K13N","MASRIAN,AMINARNI,WARSO,SRI MINTARTI&SUKRISNO",K13N,2018,SD,0," 70,999 "
0027000150,SENI BUDAYA & PRAKARYA SD JL.1/K2013,HIMAWAN,K2013,2016,SD,0," 60,000 "
0027000160,SENI BUDAYA & PRAKARYA SD JL.2/K2013,HIMAWAN,K2013,2017,SD,0," 60,000 "
0027000170,SENI BUDAYA & PRAKARYA SD JL.3/K2013-BELUM TERPAKAI,HIMAWAN,K2013,2018,SD,0," 60,999 "
0027000180,SENI BUDAYA & PRAKARYA SD JL.4/K2013,HIMAWAN,K2013,2016,SD,0," 55,000 "
0027000190,KREASI SENI BUDAYA & PRAKARYA SD JL.5/K2013,HIMAWAN,K2013,2017,SD,0," 58,000 "
0027000200,SENI BUDAYA & PRAKARYA SD JL.6/K2013-BELUM TERPAKAI,HIMAWAN,K2013,2018,SD,0," 58,999 "
0030010180,SIMULASI UNBK SMP/MTS 2018/K13N (CD),SRI SULASTRI,IRISAN,2018,SMP,0," 40,999 "
0030010190,SIMULASI UN SMP/MTS 2018,TIM SIMULASI UN SMP,IRISAN,2018,SMP,0," 40,999 "
0030070010,TEK. INFORMASI & KOMUNIKASI SMP JL.1/KTSP/REV,HENRY PANDIA,KTSP,2011,SMP,0," 87,000 "
0030070020,TEK. INFORMASI & KOMUNIKASI SMP JL.2/KTSP/REV,HENRY PANDIA,KTSP,2011,SMP,0," 100,000 "
0030070030,TEK. INFORMASI & KOMUNIKASI SMP JL.3/KTSP/REV,HENRY PANDIA,KTSP,2011,SMP,0," 90,000 "
0030070090,MEDIA PEMBELAJARAN ELEARN SISWA 90HARI,TIM ERLANGGA ONLINE,IRISAN,2015,SMP,0," 130,000 "
0030070100,MEDIA PEMBELAJARAN ELEARN SISWA 180HARI,TIM ERLANGGA ONLINE,IRISAN,2015,SMP,0," 250,000 "
0030070110,MEDIA PEMBELAJARAN ELEARN SISWA 365HARI,TIM ERLANGGA ONLINE,IRISAN,2015,SMP,0," 450,000 "
0030070120,MEDIA PEMBELAJARAN ELEARN GURU 365HARI,TIM ERLANGGA ONLINE,IRISAN,2015,SMP,0," 150,000 "
0030070140,MEDIA PEMBELAJARAN ELEARN SISWA 90HARI NONFISIK,TIM ERLANGGA ONLINE,IRISAN,2017,SMP,0," 130,000 "
0030070150,MEDIA PEMBELAJARAN ELEARN SISWA 180HARI NONFISIK,TIM ERLANGGA ONLINE,IRISAN,2017,SMP,0," 250,000 "
0030070170,MEDIA PEMBELAJARAN ERLANGGA EXAM 180 HARI,ERLANGGA DIGITAL,IRISAN,2015,SMP,0," 150,000 "
0030070180,MEDIA PEMBELAJARAN ERLANGGA EXAM 365 HARI,ERLANGGA DIGITAL,IRISAN,2015,SMP,0," 250,000 "
0030070190,MEDIA PEMBELAJARAN ERLANGGA EXAM 180HARI NONFISIK,ERLANGGA DIGITAL,IRISAN,2017,SMP,0," 150,000 "
0030070200,MEDIA PEMBELAJARAN ERLANGGA EXAM 365HARI NONFISIK,ERLANGGA DIGITAL,IRISAN,2017,SMP,0," 250,000 "
0030070220,MEDIA PEMBELAJARAN ELEARN GURU 365 HARI NONFISIK,TIM ERLANGGA ONLINE,IRISAN,2016,SMP,0," 150,000 "
0032970010,MANDIRI PEND. AGAMA ISLAM SMP KLS.VII/K2013,CHOERONI,K2013,2014,SMP,0," 52,000 "
0032970020,MANDIRI PEND. AGAMA ISLAM SMP KLS.VIII/K2013,CHOERONI,K2013,2015,SMP,0," 50,000 "
0032970030,MANDIRI PEND. AGAMA ISLAM SMP KLS.IX/K2013,CHOERONI,K2013,2017,SMP,0," 45,000 "
0032970041,AGENDA RAMADHANKU SMP/REVISI,"HOLIFURRAHMAN, S.AG., DKK.",KTSP,2016,SMP,0," 20,000 "
0032970061,PEND. AGAMA ISLAM SMP JL.1/K2013/REVISI,"CHOERONI, DKK",K2013,2014,SMP,0," 65,000 "
0032970062,PEND. AGAMA ISLAM SMP JL.1/K13N,"CHOERONI, DKK",K13N,2016,SMP,0," 68,000 "
0032970070,PEND. AGAMA ISLAM SMP JL.2/K2013,"CHOERONI, DKK",K2013,2014,SMP,0," 66,000 "
